Temperature,Humidity,Rainfall,Soil Type_Clayey,Soil Type_Loamy,Soil Type_Sandy,Region_East,Region_North,Region_South,Region_West,Irrigation,Fertilization,Pest Control
-0.7926452791728499,0.9863296700431362,-0.25403801307371315,0.0,0.0,1.0,0.0,1.0,0.0,0.0,Flood,Organic,Biological
-0.4300003529759041,1.486432553894397,-1.6962433866970401,0.0,1.0,0.0,0.0,1.0,0.0,0.0,Flood,Organic,Chemical
0.034202956485295866,0.48371835118515966,-1.2949123598532468,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Drip,Organic,Biological
1.3378736705727587,0.9925492273796059,-0.3303919894985094,0.0,1.0,0.0,1.0,0.0,0.0,0.0,Sprinkler,Inorganic,Biological
-0.8603369380740846,0.6984338180599117,-0.15630865126772153,0.0,1.0,0.0,1.0,0.0,0.0,0.0,Flood,Organic,Biological
-1.1529477946001647,0.18926021359063755,0.9567970034339474,0.0,0.0,1.0,0.0,1.0,0.0,0.0,Drip,Inorganic,Chemical
-0.780104182768681,-0.11847876568652216,0.8508194992036258,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Drip,Organic,Biological
-1.3015616416495406,-0.023281864846548806,-1.2219764460524,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Flood,Inorganic,Biological
0.6911811536413379,1.6105825701350471,-0.265083847235978,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Sprinkler,Inorganic,Biological
-0.5564061833154057,0.047273380717154784,1.4617303099158667,0.0,0.0,1.0,0.0,1.0,0.0,0.0,Sprinkler,Organic,Biological
-0.3161550331096686,-0.7902881151161258,0.2968932264643387,0.0,1.0,0.0,0.0,1.0,0.0,0.0,Drip,Inorganic,Biological
0.017636295942362296,-1.1356192637755733,-0.04728703278636039,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Flood,Inorganic,Chemical
-1.2561120844719793,-1.108428508921918,-0.862818600710295,1.0,0.0,0.0,1.0,0.0,0.0,0.0,Sprinkler,Organic,Chemical
-0.7904331152241432,-1.488934081590077,-0.7423581261026243,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Drip,Organic,Biological
1.5533559393981176,1.0155182296422074,-0.515007378791854,0.0,1.0,0.0,0.0,1.0,0.0,0.0,Sprinkler,Organic,Chemical
-0.01780348674604419,0.7742135933679358,1.0986906220520356,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Sprinkler,Inorganic,Biological
-0.1683663109120339,0.3228041743082304,-1.305414333951658,0.0,0.0,1.0,1.0,0.0,0.0,0.0,Sprinkler,Organic,Biological
-1.1909640647742377,0.6765459804721605,-1.4997983509312258,1.0,0.0,0.0,1.0,0.0,0.0,0.0,Flood,Inorganic,Biological
1.6623998088515122,0.5385984007108047,-1.0114811059972884,0.0,1.0,0.0,1.0,0.0,0.0,0.0,Sprinkler,Organic,Chemical
0.9121964588802883,-0.8424453449125526,0.24517839099698016,0.0,1.0,0.0,1.0,0.0,0.0,0.0,Flood,Inorganic,Chemical
1.1811431079857422,-0.7094854833626223,-1.27495189072596,0.0,1.0,0.0,0.0,1.0,0.0,0.0,Sprinkler,Organic,Chemical
-1.3119424366601862,-0.009314666432808892,0.2325451345495916,0.0,0.0,1.0,0.0,1.0,0.0,0.0,Sprinkler,Inorganic,Biological
-1.4487644234867092,-0.06835351545957227,-0.17933187813144696,0.0,1.0,0.0,0.0,1.0,0.0,0.0,Sprinkler,Inorganic,Chemical
-1.0229706205520432,-0.4053059168979167,-0.042341945439635716,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Sprinkler,Inorganic,Biological
-0.8574826661685616,-1.0130253098855437,1.1508496452240227,0.0,1.0,0.0,0.0,1.0,0.0,0.0,Flood,Inorganic,Chemical
1.1189803489233432,-0.8114344961854679,1.6026830924809643,0.0,1.0,0.0,1.0,0.0,0.0,0.0,Flood,Inorganic,Chemical
1.6043328033516835,0.31947543954422414,-0.31525136452474145,0.0,0.0,1.0,1.0,0.0,0.0,0.0,Flood,Organic,Chemical
1.2345691701946602,0.8383662971938138,-0.06302586233166566,0.0,1.0,0.0,0.0,1.0,0.0,0.0,Flood,Inorganic,Chemical
1.368514230858993,-1.4263407593790756,-0.5561487454101484,0.0,0.0,1.0,0.0,0.0,1.0,0.0,Drip,Organic,Chemical
0.30756583739754007,0.9688920093056613,-0.09872416704394567,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Sprinkler,Organic,Chemical
0.9581123223600873,1.415897591707316,-1.3792884428244532,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Drip,Organic,Biological
-1.4618034918006224,-0.4101987583514947,1.7636251435773176,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Drip,Organic,Biological
0.9936948410453231,-0.8744528102409099,-0.6941482652017859,1.0,0.0,0.0,1.0,0.0,0.0,0.0,Sprinkler,Organic,Biological
-0.1182021753574256,-1.1162770223057599,1.6108689554347835,1.0,0.0,0.0,1.0,0.0,0.0,0.0,Sprinkler,Inorganic,Biological
0.09899422769243656,0.3731102864331176,0.9648094743783712,0.0,1.0,0.0,0.0,0.0,0.0,1.0,Drip,Inorganic,Biological
-1.5161754342058915,0.8784185322520344,-0.15011646950098856,0.0,0.0,1.0,0.0,0.0,1.0,0.0,Drip,Organic,Biological
0.9622871338995469,0.4174167982148994,1.6223819319908388,0.0,0.0,1.0,0.0,0.0,1.0,0.0,Sprinkler,Organic,Biological
0.3567923613045941,-0.43914480122644717,0.8774755231814371,1.0,0.0,0.0,1.0,0.0,0.0,0.0,Flood,Organic,Biological
0.3985769961718715,-0.3139043779839215,-1.3035996319714949,0.0,0.0,1.0,0.0,1.0,0.0,0.0,Flood,Inorganic,Biological
-1.4225071032474894,0.13904541857872596,0.2931540112600201,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Flood,Inorganic,Biological
1.2100031068431534,0.7132127743183407,-1.3877924314657892,0.0,0.0,1.0,0.0,0.0,1.0,0.0,Drip,Organic,Biological
-0.9488479145000517,-0.34172053675898184,-0.5848846108238439,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Drip,Organic,Chemical
-1.0821096334961595,-0.5034919220962276,-0.04804129242046724,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Drip,Inorganic,Biological
0.23843249391951943,-0.8187874118461091,-1.7156056296540834,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Drip,Inorganic,Chemical
0.011250104685039931,-1.0677760423358993,-1.7099253507771999,0.0,0.0,1.0,0.0,0.0,1.0,0.0,Sprinkler,Organic,Biological
0.8411760377684204,-0.1331252760247872,1.2994449068433958,0.0,1.0,0.0,0.0,0.0,0.0,1.0,Sprinkler,Organic,Chemical
1.1702277792778348,1.5777785074433577,1.6983420524070005,0.0,0.0,1.0,1.0,0.0,0.0,0.0,Drip,Organic,Chemical
0.3049220431143247,-0.8688526544383658,-1.467333381427543,0.0,1.0,0.0,0.0,1.0,0.0,0.0,Drip,Inorganic,Chemical
-1.0477302287158214,1.1800242584904688,0.012961034140834845,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Flood,Inorganic,Biological
-0.13966201595743233,0.6415481068644648,0.7151134687739596,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Drip,Organic,Biological
0.07602702018734811,-1.7313516044032393,0.674143331828127,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Sprinkler,Organic,Biological
0.40949802850724465,1.237676639903095,0.48501540566156587,0.0,0.0,1.0,1.0,0.0,0.0,0.0,Flood,Organic,Chemical
-1.1405280367974706,1.6588245956234633,-0.23058306020909908,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Sprinkler,Organic,Biological
-0.9690349919258574,-0.8640455157260821,-1.0983551766956392,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Flood,Inorganic,Chemical
0.5390455281933838,-1.08592913684721,-0.4059575782721403,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Flood,Organic,Biological
1.6085938135399094,1.7025740863007737,-0.370015039107617,0.0,1.0,0.0,0.0,1.0,0.0,0.0,Flood,Inorganic,Chemical
-1.4884145813548555,-1.1662700612056902,0.4813074723064987,0.0,0.0,1.0,1.0,0.0,0.0,0.0,Sprinkler,Inorganic,Biological
-1.5186624917545222,-0.4665691710273195,1.2354938568796008,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Flood,Inorganic,Biological
-1.6589840702992973,-0.09567692231875376,-0.27388135256084956,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Drip,Inorganic,Biological
-0.7341227900060996,-0.5542355562785743,-1.0666740694758416,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Flood,Organic,Biological
-1.6165477362314864,-0.4655663532031334,-0.16569344494960447,0.0,0.0,1.0,0.0,1.0,0.0,0.0,Sprinkler,Inorganic,Biological
1.0993228254205492,0.4377516473151111,-0.7235223120803047,0.0,0.0,1.0,0.0,1.0,0.0,0.0,Flood,Organic,Chemical
-1.589830551731973,-1.5684326396292698,-0.009512977821790008,1.0,0.0,0.0,1.0,0.0,0.0,0.0,Flood,Organic,Chemical
0.515502473163048,-1.61247048579806,-1.114331050184323,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Flood,Inorganic,Chemical
1.4869371562631,-0.4077977426453179,1.1227915516027882,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Sprinkler,Organic,Biological
-1.5519586034842074,-1.6511652358338227,0.32534107802505163,0.0,1.0,0.0,0.0,1.0,0.0,0.0,Flood,Inorganic,Chemical
1.144470544581528,-0.5346750964030393,-0.08285455537679588,0.0,0.0,1.0,1.0,0.0,0.0,0.0,Flood,Organic,Chemical
-1.4745151795606763,-1.2190442030112036,0.956108237039629,0.0,1.0,0.0,0.0,1.0,0.0,0.0,Sprinkler,Inorganic,Biological
1.2488374279633574,0.0640869896972285,0.16862408547548968,1.0,0.0,0.0,1.0,0.0,0.0,0.0,Flood,Organic,Chemical
-0.2588785442945877,-1.5091380840085435,1.6349278143233525,0.0,0.0,1.0,0.0,0.0,1.0,0.0,Drip,Inorganic,Biological
-0.7469862526222092,-0.5999291075641932,0.9571883248929687,0.0,0.0,1.0,0.0,0.0,1.0,0.0,Drip,Organic,Biological
-0.850371389899545,-1.3764743302485702,-0.9753282203635137,0.0,0.0,1.0,1.0,0.0,0.0,0.0,Flood,Inorganic,Biological
-1.3631122631761348,-1.719773406703059,-0.5314713100048755,0.0,0.0,1.0,0.0,1.0,0.0,0.0,Sprinkler,Inorganic,Biological
-1.3999373460580367,1.50168233434809,0.11871351022745581,0.0,0.0,1.0,1.0,0.0,0.0,0.0,Drip,Organic,Chemical
-0.3839510978140406,-0.9852370801942455,0.402932164635112,0.0,0.0,1.0,0.0,0.0,1.0,0.0,Sprinkler,Inorganic,Biological
0.04641983680964635,-1.4229781161293498,1.26618703121087,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Flood,Inorganic,Chemical
-1.6147842132794912,-0.9720063633213953,1.1130349125172243,0.0,1.0,0.0,0.0,1.0,0.0,0.0,Sprinkler,Organic,Biological
0.6702041513853414,-0.5619882058324034,1.6251360245946607,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Flood,Inorganic,Chemical
-0.9290888023586896,-0.4043068984856819,0.7680670042813529,0.0,1.0,0.0,1.0,0.0,0.0,0.0,Sprinkler,Inorganic,Biological
-1.0570221090046095,-0.7481107779788101,-0.4427238319647544,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Drip,Inorganic,Biological
1.3040130225872268,-0.9642583107841917,-1.615506514995744,0.0,0.0,1.0,0.0,1.0,0.0,0.0,Drip,Organic,Biological
-0.848258402392533,-1.0821396145550939,-1.3002734694063656,0.0,0.0,1.0,0.0,0.0,1.0,0.0,Flood,Organic,Chemical
-0.561357827669137,0.829021340433639,-1.3089772350270126,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Drip,Organic,Biological
-0.8992966408023363,1.6401828934156257,-0.9039597526280665,0.0,1.0,0.0,0.0,0.0,0.0,1.0,Sprinkler,Inorganic,Biological
-1.4847086763372679,-0.13136344709194797,0.42847823074113217,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Drip,Inorganic,Chemical
-0.8286006868651443,1.5871167267267758,0.24634887089488067,1.0,0.0,0.0,1.0,0.0,0.0,0.0,Flood,Organic,Biological
-1.0036685013676683,0.13727946123097173,-0.4175275991185909,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Sprinkler,Inorganic,Chemical
-0.6605086673459998,-0.396277970755264,0.0968056143209262,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Drip,Inorganic,Chemical
1.6274148045320505,-0.641236206852095,-0.12560998467560947,0.0,1.0,0.0,0.0,1.0,0.0,0.0,Drip,Organic,Biological
0.7064340888785141,0.8093670219888314,-0.43438251358322266,0.0,1.0,0.0,0.0,0.0,0.0,1.0,Drip,Organic,Chemical
1.5885979816574465,-0.27264391925026965,-0.9668580321707206,0.0,1.0,0.0,1.0,0.0,0.0,0.0,Sprinkler,Inorganic,Chemical
1.1991056590260376,1.1748772733052766,1.685559877990245,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Flood,Inorganic,Chemical
-0.5696641688554698,-1.5874086208164886,-0.5201356069466483,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Flood,Organic,Biological
0.059535536892203,0.22223079031756657,0.8140933959813784,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Drip,Inorganic,Biological
1.3183970667794145,0.6215828044695445,-1.2579736350620598,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Drip,Organic,Biological
1.2139448825550152,0.28936404032014934,0.9549014904959566,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Sprinkler,Organic,Chemical
0.14892562523111388,0.5795630360169567,-1.5019467869601133,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Drip,Organic,Chemical
-0.7469651509272134,-0.458255555787375,1.080858050816775,0.0,1.0,0.0,0.0,1.0,0.0,0.0,Drip,Organic,Biological
0.5343738694746435,-1.6236201125696907,1.552650200017466,0.0,1.0,0.0,0.0,0.0,0.0,1.0,Drip,Inorganic,Biological
-1.4564380723405186,-0.692066273489372,0.8647424631812198,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Drip,Inorganic,Chemical
0.6881606434001398,1.6111304521250176,0.8330324438195622,0.0,0.0,1.0,0.0,0.0,1.0,0.0,Sprinkler,Organic,Chemical
-0.6633831040906094,0.5228280834416235,-0.3430857849670556,0.0,0.0,1.0,1.0,0.0,0.0,0.0,Drip,Inorganic,Chemical
1.0861234292304083,-0.48010733074328155,0.38880459876590057,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Drip,Organic,Biological
0.7760487509249901,1.354180839853984,-0.5439919554273338,0.0,1.0,0.0,0.0,1.0,0.0,0.0,Flood,Organic,Biological
0.13794726426260628,-1.6095985030368734,-1.1577542715382727,0.0,1.0,0.0,0.0,1.0,0.0,0.0,Drip,Inorganic,Chemical
-0.3074367401334327,-0.9575903112418573,1.6415236419017336,0.0,1.0,0.0,0.0,1.0,0.0,0.0,Flood,Inorganic,Biological
-1.3317242735227572,-1.5924900007056788,-0.5218695717720185,0.0,1.0,0.0,0.0,0.0,0.0,1.0,Flood,Inorganic,Biological
-0.3415818715051268,-1.1326456695268574,-0.6432156265045686,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Flood,Organic,Biological
-0.35095359296952366,1.1827865349938351,1.2421964957933567,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Flood,Inorganic,Chemical
-0.588143881040837,0.5334917014640889,0.7519492267625572,0.0,0.0,1.0,1.0,0.0,0.0,0.0,Drip,Inorganic,Biological
-0.19449019988967395,-1.3163003022790771,0.5107334557251388,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Drip,Organic,Chemical
-1.1721676010640893,-1.3392648961092948,1.7215214199607818,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Sprinkler,Organic,Chemical
-1.3622684084764864,0.538422967698282,0.16454708654720707,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Drip,Inorganic,Chemical
-0.7641808045516552,0.9111379771828018,-0.3352549796650902,0.0,1.0,0.0,0.0,1.0,0.0,0.0,Drip,Organic,Biological
1.6332068393852996,1.5680882196416916,1.6724210167852946,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Sprinkler,Organic,Chemical
0.9762683603156813,-1.411850092591345,-0.9208113536526504,0.0,0.0,1.0,1.0,0.0,0.0,0.0,Flood,Inorganic,Chemical
0.9321670742560426,-0.6102160890500624,1.639467525659219,0.0,1.0,0.0,1.0,0.0,0.0,0.0,Sprinkler,Inorganic,Biological
0.9819138643784442,1.5085061314804067,-0.012270653737611235,0.0,1.0,0.0,0.0,1.0,0.0,0.0,Sprinkler,Organic,Chemical
0.7401810800409526,-0.36336267786677834,0.7952681188799191,0.0,1.0,0.0,0.0,0.0,0.0,1.0,Sprinkler,Organic,Chemical
-0.6930969497167254,1.2565358538795013,0.8449576186622213,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Flood,Inorganic,Biological
1.5946104176098117,0.7613874196666729,-0.46300174265424043,0.0,0.0,1.0,1.0,0.0,0.0,0.0,Flood,Inorganic,Biological
0.3801007760278161,-0.4055169866293596,-1.026462582377924,0.0,1.0,0.0,0.0,1.0,0.0,0.0,Drip,Inorganic,Chemical
0.27791165881900376,-1.599681094753852,-1.5371401401139082,0.0,0.0,1.0,0.0,0.0,1.0,0.0,Drip,Organic,Chemical
0.20869574010242514,-0.2814072375980591,-0.6028474989151398,0.0,0.0,1.0,0.0,0.0,1.0,0.0,Flood,Organic,Biological
0.8599538513597028,0.960922657549491,0.5662602952496232,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Flood,Organic,Chemical
1.5634949785441723,1.3233873012657609,-0.4139658729898192,0.0,1.0,0.0,1.0,0.0,0.0,0.0,Flood,Organic,Chemical
-1.6034231885892978,-1.0195410513631795,1.02461952034175,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Flood,Organic,Chemical
-0.7367812418027426,-1.292930475768359,-0.18957818671876278,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Sprinkler,Organic,Chemical
-1.0994983952587367,1.422620834594978,-1.4854992658026909,1.0,0.0,0.0,1.0,0.0,0.0,0.0,Flood,Organic,Chemical
-1.4795422785681558,0.023836560544566864,-1.236086136649579,0.0,0.0,1.0,0.0,0.0,1.0,0.0,Flood,Inorganic,Biological
0.6976800863250127,1.500934686819711,1.4868812366339226,0.0,1.0,0.0,0.0,0.0,0.0,1.0,Drip,Organic,Chemical
1.3692030636511703,0.8206817218586647,0.4059900677497789,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Flood,Inorganic,Chemical
-0.25899773387039576,-1.1728332300048572,0.3509010484866312,0.0,1.0,0.0,1.0,0.0,0.0,0.0,Sprinkler,Inorganic,Chemical
1.5581159487021277,0.6161232013698499,-0.8598884009301527,0.0,0.0,1.0,0.0,1.0,0.0,0.0,Sprinkler,Organic,Biological
0.7964410715168975,0.9674549643564774,1.3238795925030702,0.0,0.0,1.0,0.0,1.0,0.0,0.0,Drip,Inorganic,Biological
1.3283851644945883,0.7598121691610398,0.33175386830951203,0.0,1.0,0.0,1.0,0.0,0.0,0.0,Flood,Inorganic,Chemical
-1.2443358193014489,-0.19222926821168387,-0.6754012955922961,0.0,1.0,0.0,0.0,1.0,0.0,0.0,Drip,Inorganic,Chemical
1.3369113702527649,0.10510427442044483,1.0582683192300253,0.0,0.0,1.0,1.0,0.0,0.0,0.0,Sprinkler,Organic,Biological
0.02724346871834092,-1.1416524675570943,0.8077341801001329,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Drip,Inorganic,Biological
-1.0507142414477975,0.9699305035320435,-1.7282795517727372,0.0,1.0,0.0,0.0,0.0,0.0,1.0,Sprinkler,Organic,Chemical
0.3277761715740014,-0.9410589290538949,-1.0890457017759085,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Sprinkler,Organic,Chemical
-1.6682316598890619,-0.5392309662465592,1.4039025867464325,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Sprinkler,Organic,Biological
-1.338010065353641,1.6382612463424628,-1.0778227082859464,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Sprinkler,Organic,Chemical
-1.4139256605925907,-0.9271283558044137,-1.3925260529753731,1.0,0.0,0.0,1.0,0.0,0.0,0.0,Sprinkler,Organic,Chemical
